id,base_id,pattern,region_code,region,title,instrument,song_type,main_theme,support_theme,premise,lyrics,file
113110,11311,theme,0,,砂の手紙,フレームドラム,ワルツ,砂嵐,星霊,"砂時計を直す若い職人が、待つだけだった自分の時間を動かそうとする。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",われた　すなどけい / そっと　ひらく / てのひらで　あたためる / こまかな　きずまで /  / わたしの　しごと / さらさら　こぼれても / まだ　おわりじゃない / ちいさな　あしたを / このてで　なおす /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/113110_砂の手紙.txt
113120,11312,theme,0,,泥花の帰り道,フレームドラム,ワルツ,凱旋,星霊,"帰還兵の靴を磨く少年が、泥の下から小さな花びらを見つける。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",どろの　はなびら / ゆびで　たしかめる / かがみに　うつらない / わたしの　かおだけ /  / うたに　のこした / ねむった　ほんから / ふるい　こえが / わたしの　うたへ / すこし　まざる /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/113120_泥花の帰り道.txt
113130,11313,theme,0,,白紙に咲く声,フレームドラム,ワルツ,王国,星霊,"透明なインクで手紙を書こうとして失敗した見習いが、白紙を歌に変える。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",まっしろな　てがみ / まだ　しまわない / しらない　ひとの / ちいさな　ために /  / はなを　ならべた / みえない　きもちを / しろい　かみに / かけない　かわりに / うたへ　かえる /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/113130_白紙に咲く声.txt
114110,11411,theme,0,,鳴らない鐘,フレームドラム,タンゴ,砂嵐,星霊,"祝祭の日に鐘を鳴らさない鐘守が、沈黙で誰かを守ろうとする。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ならない　かね / こえに　かえる / しずかな　ろうそく / けさない　ままで /  / まどを　みていた / さけた　はたでも / まだ　かぜを　うける / だれも　いわない / つよさを　ぬう /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/114110_鳴らない鐘.txt
114120,11412,theme,0,,空袋の約束,フレームドラム,タンゴ,凱旋,星霊,"水売りの少女が、空になった水袋を捨てられず、約束の形として持ち歩く。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",からの　みずぶくろ / かぜへ　にがす / うみの　むこうへ / いかせない　ひを /  / ひとばん　かくした / からっぽ　だから / すこし　かるくなる / あしたの　みずなら / まだ　さがせる /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/114120_空袋の約束.txt
114130,11413,theme,0,,仮面のあと,フレームドラム,タンゴ,王国,星霊,"閉店後の仮面屋で、売れ残った仮面だけが本当の顔を知っている。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",うれのこりの　かめん / むねに　のこす / くつの　すみに　のこる / ちいさな　いろだけ /  / だれにも　いわない / ちずには　ないけど / この　おりめだけ / わたしの　あしを / まえへ　うながす /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/114130_仮面のあと.txt
115110,11511,theme,0,,嘘の道しるべ,フレームドラム,ノクターン,砂嵐,薔薇,"迷宮案内人が、依頼人を危険から遠ざけるために一度だけ道を偽る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",まちがえた　みちしるべ / そっと　ひらく / まよわない　ふりで / ひだりへ　まがる /  / きみを　まもるため / うその　みちでも / こわくは　ないよ / きみが　かえるまで / あかりを　もつ /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/115110_嘘の道しるべ.txt
115120,11512,theme,0,,眠る本のつづき,フレームドラム,ノクターン,凱旋,薔薇,"禁書庫の番人が、読んだことのない本の続きを眠りながら口ずさむ。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ねむる　ほんのすみ / ゆびで　たしかめる / ひばちの　そばで / ただしい　おりめ /  / ゆびが　おぼえる / よごれた　はなでも / かえりみちに　さく / なくした　こえまで / やさしく　ひろう /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/115120_眠る本のつづき.txt
115130,11513,theme,0,,灯を消す夜,フレームドラム,ノクターン,王国,薔薇,"灯台守が一晩だけ灯を消し、帰ってはいけない船を遠ざける。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",けした　とうだいび / まだ　しまわない / かわいた　ふくろを / むねに　しまって /  / すこし　あるいた / けした　あかりが / だれかを　すくうなら / くらい　うみでも / こわくは　ない /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/115130_灯を消す夜.txt
116110,11611,theme,0,,裂けた旗,フレームドラム,チャント,砂嵐,薔薇,"負けた日のことを語らない老婆が、裂けた旗を縫い続ける。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",さけた　はたのはし / こえに　かえる / ぬいめの　したには / まけた　ひの　かぜ /  / まだ　のこってる / ならない　かねにも / まもれる　ものがある / しずけさの　なかで / ひとり　うなずく /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/116110_裂けた旗.txt
116120,11612,theme,0,,名のない葬列,フレームドラム,チャント,凱旋,薔薇,"知らない旅人のため、村人が覚えやすい小さな歌だけを贈る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",なもない　れつのあと / かぜへ　にがす / インクつぼの　そこを / そっと　のぞいた /  / かけない　ことば / なまえを　しらずに / いのりを　おくる / みじかい　うたなら / とどく　きがした /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/116120_名のない葬列.txt
116130,11613,theme,0,,折り目の地図,フレームドラム,チャント,王国,薔薇,"火鉢のそばに置かれた古地図の折り目だけが、正しい道を示す。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",おりめの　ちず / むねに　のこす / ページの　あいだで / ねむった　こえが /  / ふいに　めをさます / はずした　かめんを / たなに　もどして / ほんとの　かおへ / かぜを　いれる /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/116130_折り目の地図.txt
123110,12311,theme,0,,茶器の午後,ダラブッカ,ワルツ,砂嵐,星霊,"没落した令嬢が、誰も来ない応接間で毎日同じ茶器を並べる。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ちゃきの　かげ / そっと　ひらく / てのひらで　あたためる / こまかな　きずまで /  / わたしの　しごと / さらさら　こぼれても / まだ　おわりじゃない / ちいさな　あしたを / このてで　なおす /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/123110_茶器の午後.txt
123120,12312,theme,0,,果実の祈り,ダラブッカ,ワルツ,凱旋,星霊,"湿った墓標の前に、誰かが毎朝新しい果実を置いていく。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",くだものの　におい / ゆびで　たしかめる / かがみに　うつらない / わたしの　かおだけ /  / うたに　のこした / ねむった　ほんから / ふるい　こえが / わたしの　うたへ / すこし　まざる /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/123120_果実の祈り.txt
123130,12313,theme,0,,砂を掃く人,ダラブッカ,ワルツ,王国,星霊,"歓声が消えた後、清掃係だけが砂に残った涙の跡を見る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",はいた　すなのあと / まだ　しまわない / しらない　ひとの / ちいさな　ために /  / はなを　ならべた / みえない　きもちを / しろい　かみに / かけない　かわりに / うたへ　かえる /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/123130_砂を掃く人.txt
124110,12411,theme,0,,水車の名前,ダラブッカ,タンゴ,砂嵐,星霊,"夜に止まる水車のそばで、薬師が言えなかった名前を飲み込む。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",とまる　すいしゃ / こえに　かえる / しずかな　ろうそく / けさない　ままで /  / まどを　みていた / さけた　はたでも / まだ　かぜを　うける / だれも　いわない / つよさを　ぬう /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/124110_水車の名前.txt
124120,12412,theme,0,,雨樋の銀貨,ダラブッカ,タンゴ,凱旋,星霊,"拾えない銀貨に、子供が小さな幸運を願う。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",あまどいの　ぎんか / かぜへ　にがす / うみの　むこうへ / いかせない　ひを /  / ひとばん　かくした / からっぽ　だから / すこし　かるくなる / あしたの　みずなら / まだ　さがせる /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/124120_雨樋の銀貨.txt
124130,12413,theme,0,,赤い外套,ダラブッカ,タンゴ,王国,星霊,"森番に借りた外套が、持ち主より先に獣道を覚えている。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",あかい　がいとう / むねに　のこす / くつの　すみに　のこる / ちいさな　いろだけ /  / だれにも　いわない / ちずには　ないけど / この　おりめだけ / わたしの　あしを / まえへ　うながす /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/124130_赤い外套.txt
125110,12511,theme,0,,湯気の店,ダラブッカ,ノクターン,砂嵐,薔薇,"迷宮の奥にある小さな食堂で、店主が帰れない客のために湯気を絶やさない。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ゆげの　みせ / そっと　ひらく / まよわない　ふりで / ひだりへ　まがる /  / きみを　まもるため / うその　みちでも / こわくは　ないよ / きみが　かえるまで / あかりを　もつ /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/125110_湯気の店.txt
125120,12512,theme,0,,見えないインク,ダラブッカ,ノクターン,凱旋,薔薇,"透明インクに失敗した見習いが、白紙のまま本音を渡そうとする。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",みえない　インク / ゆびで　たしかめる / ひばちの　そばで / ただしい　おりめ /  / ゆびが　おぼえる / よごれた　はなでも / かえりみちに　さく / なくした　こえまで / やさしく　ひろう /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/125120_見えないインク.txt
125130,12513,theme,0,,濡れた詩集,ダラブッカ,ノクターン,王国,薔薇,"魚市場の隅で、誰も買わない詩集を毎朝乾かす少女がいる。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ぬれた　ししゅう / まだ　しまわない / かわいた　ふくろを / むねに　しまって /  / すこし　あるいた / けした　あかりが / だれかを　すくうなら / くらい　うみでも / こわくは　ない /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/125130_濡れた詩集.txt
126110,12611,theme,0,,門番の子守唄,ダラブッカ,チャント,砂嵐,薔薇,"堅い門を守る兵士が、夜だけ誰にも聞こえない歌を口ずさむ。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",もんばんの　こもりうた / こえに　かえる / ぬいめの　したには / まけた　ひの　かぜ /  / まだ　のこってる / ならない　かねにも / まもれる　ものがある / しずけさの　なかで / ひとり　うなずく /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/126110_門番の子守唄.txt
126120,12612,theme,0,,祈り箱の銀貨,ダラブッカ,チャント,凱旋,薔薇,"拾った銀貨を返す相手が分からず、少女が祈り箱へ入れる。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ぎんかの　いのりばこ / かぜへ　にがす / インクつぼの　そこを / そっと　のぞいた /  / かけない　ことば / なまえを　しらずに / いのりを　おくる / みじかい　うたなら / とどく　きがした /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/126120_祈り箱の銀貨.txt
126130,12613,theme,0,,割れた茶碗,ダラブッカ,チャント,王国,薔薇,"荒野の宿で割れた茶碗を、店主が捨てずに窓辺へ置く。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",われた　ちゃわん / むねに　のこす / ページの　あいだで / ねむった　こえが /  / ふいに　めをさます / はずした　かめんを / たなに　もどして / ほんとの　かおへ / かぜを　いれる /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/126130_割れた茶碗.txt
211110,21111,theme,0,,空の額縁,ウード,マーチ,花園,星霊,"肖像画だけが外された額縁の前で、旅人が知らない貴族の名を聞く。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",からの　がくぶち / そっと　ひらく / てのひらで　あたためる / こまかな　きずまで /  / わたしの　しごと / さらさら　こぼれても / まだ　おわりじゃない / ちいさな　あしたを / このてで　なおす /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/211110_空の額縁.txt
211120,21112,theme,0,,金色の鳥,ウード,マーチ,宮廷,星霊,"墓地遺構に迷い込んだ金色の鳥が、死者の名簿の上で眠る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",きんいろの　とり / ゆびで　たしかめる / かがみに　うつらない / わたしの　かおだけ /  / うたに　のこした / ねむった　ほんから / ふるい　こえが / わたしの　うたへ / すこし　まざる /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/211120_金色の鳥.txt
211130,21113,theme,0,,冷えた果物,ウード,マーチ,祝祭,星霊,"勝者ではなく、負けた者にだけ冷えた果物を渡す店がある。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ひえた　くだもの / まだ　しまわない / しらない　ひとの / ちいさな　ために /  / はなを　ならべた / みえない　きもちを / しろい　かみに / かけない　かわりに / うたへ　かえる /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/211130_冷えた果物.txt
212110,21211,theme,0,,借りた肩掛け,ウード,アンセム,花園,星霊,"雨宿りで借りた肩掛けを返せず、旅人が森の匂いを連れて帰る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",かりた　かたかけ / こえに　かえる / しずかな　ろうそく / けさない　ままで /  / まどを　みていた / さけた　はたでも / まだ　かぜを　うける / だれも　いわない / つよさを　ぬう /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/212110_借りた肩掛け.txt
212120,21212,theme,0,,焦げた鍋,ウード,アンセム,宮廷,星霊,"焦げた鍋を磨く料理番が、叱られた日の歌ほどよく覚えている。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",こげた　なべ / かぜへ　にがす / うみの　むこうへ / いかせない　ひを /  / ひとばん　かくした / からっぽ　だから / すこし　かるくなる / あしたの　みずなら / まだ　さがせる /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/212120_焦げた鍋.txt
212130,21213,theme,0,,滝道の赤布,ウード,アンセム,祝祭,星霊,"滝道に干された赤い布が、獣に襲われた夜の目印になる。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",たきみちの　あかぬの / むねに　のこす / くつの　すみに　のこる / ちいさな　いろだけ /  / だれにも　いわない / ちずには　ないけど / この　おりめだけ / わたしの　あしを / まえへ　うながす /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/212130_滝道の赤布.txt
215110,21511,theme,0,,花を編む老婆,ウード,ノクターン,花園,熱砂,"迷宮入口で花飾りを売る老婆が、戻らない客にも毎朝新しい花を編む。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",あんだ　はなかざり / そっと　ひらく / まよわない　ふりで / ひだりへ　まがる /  / きみを　まもるため / うその　みちでも / こわくは　ないよ / きみが　かえるまで / あかりを　もつ /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/215110_花を編む老婆.txt
215120,21512,theme,0,,紙飛行機,ウード,ノクターン,宮廷,熱砂,"講義室では言えなかった夢を、塔の窓から逃げた紙飛行機が運ぶ。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",かみひこうき / ゆびで　たしかめる / ひばちの　そばで / ただしい　おりめ /  / ゆびが　おぼえる / よごれた　はなでも / かえりみちに　さく / なくした　こえまで / やさしく　ひろう /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/215120_紙飛行機.txt
215130,21513,theme,0,,灰色猫の桟橋,ウード,ノクターン,祝祭,熱砂,"桟橋で待つ灰色猫が、船乗りよりも先に嵐の匂いを知る。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",はいろの　ねこ / まだ　しまわない / かわいた　ふくろを / むねに　しまって /  / すこし　あるいた / けした　あかりが / だれかを　すくうなら / くらい　うみでも / こわくは　ない /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/215130_灰色猫の桟橋.txt
216110,21611,theme,0,,古い盾,ウード,チャント,花園,熱砂,"古い盾を磨く少年が、傷の数だけ知らない物語を想像する。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",ふるい　たて / こえに　かえる / ぬいめの　したには / まけた　ひの　かぜ /  / まだ　のこってる / ならない　かねにも / まもれる　ものがある / しずけさの　なかで / ひとり　うなずく /  / よるが　きても / まだ　きこえる / あしたの　ほうへ / あるく　おと,public/prompts/vocal/216110_古い盾.txt
216120,21612,theme,0,,歌わない隊,ウード,チャント,宮廷,熱砂,"大切な日に沈黙した歌い手たちが、歌わないことで誰かの罪を隠す。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",うたわない　こえ / かぜへ　にがす / インクつぼの　そこを / そっと　のぞいた /  / かけない　ことば / なまえを　しらずに / いのりを　おくる / みじかい　うたなら / とどく　きがした /  / ちいさな　しるしを / なくさないように / むねの　ちかくへ / そっと　しまう,public/prompts/vocal/216120_歌わない隊.txt
216130,21613,theme,0,,消えない炭文字,ウード,チャント,祝祭,熱砂,"岩に書かれた炭文字が、何度風に吹かれても残っている。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",きえない　すみもじ / むねに　のこす / ページの　あいだで / ねむった　こえが /  / ふいに　めをさます / はずした　かめんを / たなに　もどして / ほんとの　かおへ / かぜを　いれる /  / だれかの　ためだけ / では　もう　なくて / わたしの　なかで / うたが　はじまる,public/prompts/vocal/216130_消えない炭文字.txt
221110,22111,theme,0,,井戸の赤袖,リュート,マーチ,花園,星霊,"古井戸に赤い袖が映るのに、振り返っても誰もいない。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",いどの　あかいそで / そっと　ひらく / てのひらで　あたためる / こまかな　きずまで /  / わたしの　しごと / さらさら　こぼれても / まだ　おわりじゃない / ちいさな　あしたを / このてで　なおす /  / まどべの　かぜが / ページを　めくる / つぎの　ひかりへ / こえを　つなぐ,public/prompts/vocal/221110_井戸の赤袖.txt
221120,22112,theme,0,,祭壇の小鳥,リュート,マーチ,宮廷,星霊,"冷えた小鳥を温める子供が、死者への歌をまだ知らない。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",さいだんの　ことり / ゆびで　たしかめる / かがみに　うつらない / わたしの　かおだけ /  / うたに　のこした / ねむった　ほんから / ふるい　こえが / わたしの　うたへ / すこし　まざる /  / ふるい　まどから / かぜが　はいって / きのうの　ほこりを / そっと　はらう,public/prompts/vocal/221120_祭壇の小鳥.txt
221130,22113,theme,0,,精霊樹の靴紐,リュート,マーチ,祝祭,星霊,"旅の終わりを願って、古い靴紐を精霊樹へ結ぶ。
地域要素は指定しません。登場人物や出来事の小さな一場面を中心にしてください。",くつひもの　ねがい / まだ　しまわない / しらない　ひとの / ちいさな　ために /  / はなを　ならべた / みえない　きもちを / しろい　かみに / かけない　かわりに / うたへ　かえる /  / ぬれた　ゆびさき / かわく　ころには / ことばの　かわりに / うたが　のこる,public/prompts/vocal/221130_精霊樹の靴紐.txt
